2021-12-01 10:27:57,725 [main] INFO  edu.csf.oop.java.supermarket.Game - Application started
2021-12-01 10:28:00,206 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,206 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 2, price - 12
2021-12-01 10:28:00,206 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 1, price - 25
2021-12-01 10:28:00,206 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 460 to 509
2021-12-01 10:28:00,206 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 66 to 64
2021-12-01 10:28:00,206 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 64 to 63
2021-12-01 10:28:00,206 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 260 money
2021-12-01 10:28:00,206 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 4, price - 37
2021-12-01 10:28:00,207 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,207 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 1, price - 25
2021-12-01 10:28:00,207 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 509 to 682
2021-12-01 10:28:00,207 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 63 to 62
2021-12-01 10:28:00,207 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 62 to 58
2021-12-01 10:28:00,207 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 1 money
2021-12-01 10:28:00,207 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,207 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,207 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 239 money
2021-12-01 10:28:00,207 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 4, price - 25
2021-12-01 10:28:00,207 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,207 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 682 to 782
2021-12-01 10:28:00,207 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 58 to 54
2021-12-01 10:28:00,207 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 81 money
2021-12-01 10:28:00,208 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 1, price - 12
2021-12-01 10:28:00,208 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 782 to 794
2021-12-01 10:28:00,208 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 54 to 53
2021-12-01 10:28:00,208 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 229 money
2021-12-01 10:28:00,208 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 4, price - 50
2021-12-01 10:28:00,208 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 1, price - 25
2021-12-01 10:28:00,208 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,208 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 794 to 1019
2021-12-01 10:28:00,208 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 53 to 52
2021-12-01 10:28:00,208 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 52 to 48
2021-12-01 10:28:00,208 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 235 money
2021-12-01 10:28:00,208 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 2, price - 50
2021-12-01 10:28:00,208 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 3, price - 12
2021-12-01 10:28:00,208 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 1, price - 37
2021-12-01 10:28:00,208 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 1019 to 1192
2021-12-01 10:28:00,208 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 48 to 45
2021-12-01 10:28:00,209 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 45 to 44
2021-12-01 10:28:00,209 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 44 to 42
2021-12-01 10:28:00,209 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 208 money
2021-12-01 10:28:00,209 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 0, price - 25
2021-12-01 10:28:00,209 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 2, price - 12
2021-12-01 10:28:00,209 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 1192 to 1216
2021-12-01 10:28:00,209 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 42 to 40
2021-12-01 10:28:00,209 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 277 money
2021-12-01 10:28:00,209 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,209 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 1, price - 25
2021-12-01 10:28:00,209 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 4, price - 12
2021-12-01 10:28:00,209 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 1216 to 1289
2021-12-01 10:28:00,209 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 40 to 36
2021-12-01 10:28:00,209 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 36 to 35
2021-12-01 10:28:00,210 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 234 money
2021-12-01 10:28:00,210 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 4, price - 12
2021-12-01 10:28:00,210 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 1, price - 37
2021-12-01 10:28:00,210 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 2, price - 50
2021-12-01 10:28:00,210 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 1289 to 1474
2021-12-01 10:28:00,210 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 35 to 31
2021-12-01 10:28:00,210 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 31 to 30
2021-12-01 10:28:00,210 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 30 to 28
2021-12-01 10:28:00,210 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 182 money
2021-12-01 10:28:00,210 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 2, price - 25
2021-12-01 10:28:00,210 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 0, price - 37
2021-12-01 10:28:00,210 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 2, price - 12
2021-12-01 10:28:00,210 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 2, price - 50
2021-12-01 10:28:00,210 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 1474 to 1648
2021-12-01 10:28:00,210 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 28 to 26
2021-12-01 10:28:00,210 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 26 to 24
2021-12-01 10:28:00,210 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 24 to 22
2021-12-01 10:28:00,211 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 278 money
2021-12-01 10:28:00,211 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 3, price - 37
2021-12-01 10:28:00,211 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,211 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,211 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 1648 to 1759
2021-12-01 10:28:00,211 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 22 to 19
2021-12-01 10:28:00,211 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 223 money
2021-12-01 10:28:00,211 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,211 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 1, price - 37
2021-12-01 10:28:00,211 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 1759 to 1796
2021-12-01 10:28:00,211 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 19 to 18
2021-12-01 10:28:00,211 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 237 money
2021-12-01 10:28:00,211 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,211 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 66 money
2021-12-01 10:28:00,212 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 1, price - 50
2021-12-01 10:28:00,212 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 0, price - 25
2021-12-01 10:28:00,212 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 1796 to 1846
2021-12-01 10:28:00,212 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 18 to 17
2021-12-01 10:28:00,212 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 104 money
2021-12-01 10:28:00,212 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 0, price - 37
2021-12-01 10:28:00,212 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 3, price - 25
2021-12-01 10:28:00,212 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,212 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 1846 to 1921
2021-12-01 10:28:00,212 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 17 to 14
2021-12-01 10:28:00,212 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 16 money
2021-12-01 10:28:00,212 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,212 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 23 money
2021-12-01 10:28:00,212 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,212 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 3 money
2021-12-01 10:28:00,213 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,213 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,213 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 0, price - 37
2021-12-01 10:28:00,213 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 82 money
2021-12-01 10:28:00,213 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 1, price - 37
2021-12-01 10:28:00,213 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,213 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 1921 to 1958
2021-12-01 10:28:00,213 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 14 to 13
2021-12-01 10:28:00,213 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 34 money
2021-12-01 10:28:00,213 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,213 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,213 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 1, price - 25
2021-12-01 10:28:00,213 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 0, price - 37
2021-12-01 10:28:00,213 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 1958 to 1983
2021-12-01 10:28:00,213 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 13 to 12
2021-12-01 10:28:00,213 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 46 money
2021-12-01 10:28:00,213 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,213 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 1, price - 25
2021-12-01 10:28:00,214 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,214 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 0, price - 37
2021-12-01 10:28:00,214 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 1983 to 2008
2021-12-01 10:28:00,214 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 12 to 11
2021-12-01 10:28:00,214 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 267 money
2021-12-01 10:28:00,214 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 4, price - 50
2021-12-01 10:28:00,214 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,214 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 0, price - 37
2021-12-01 10:28:00,214 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 0, price - 25
2021-12-01 10:28:00,214 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 2008 to 2208
2021-12-01 10:28:00,214 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 11 to 7
2021-12-01 10:28:00,214 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 128 money
2021-12-01 10:28:00,214 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,214 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 0, price - 37
2021-12-01 10:28:00,214 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 0, price - 25
2021-12-01 10:28:00,214 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 265 money
2021-12-01 10:28:00,214 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,215 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 293 money
2021-12-01 10:28:00,215 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,215 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 0, price - 25
2021-12-01 10:28:00,215 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 0, price - 37
2021-12-01 10:28:00,215 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,215 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 85 money
2021-12-01 10:28:00,215 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,215 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 1, price - 50
2021-12-01 10:28:00,215 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 2208 to 2258
2021-12-01 10:28:00,215 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 7 to 6
2021-12-01 10:28:00,215 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 257 money
2021-12-01 10:28:00,215 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 0, price - 25
2021-12-01 10:28:00,215 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 2, price - 37
2021-12-01 10:28:00,216 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,216 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,216 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 2258 to 2332
2021-12-01 10:28:00,216 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 6 to 4
2021-12-01 10:28:00,216 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 293 money
2021-12-01 10:28:00,216 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,216 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 0, price - 25
2021-12-01 10:28:00,216 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,216 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - FRUIT, quantity - 3, price - 37
2021-12-01 10:28:00,216 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed money from 2332 to 2443
2021-12-01 10:28:00,216 [main] INFO  e.c.o.j.s.s.SupermarketState - Changed quantity in shopping room from 4 to 1
2021-12-01 10:28:00,216 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 61 money
2021-12-01 10:28:00,216 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,216 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 0, price - 25
2021-12-01 10:28:00,216 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 62 money
2021-12-01 10:28:00,216 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MEAT, quantity - 0, price - 25
2021-12-01 10:28:00,216 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - ALCOHOL, quantity - 0, price - 50
2021-12-01 10:28:00,217 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Purchased a product, type - MILK, quantity - 0, price - 12
2021-12-01 10:28:00,217 [main] INFO  e.c.o.j.s.supermarket.ListOfGoods - Customer came with 184 money
